Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/01 00:22,11296,80093A420,11296,80093A420,19.24,US Dollar,19.24,US Dollar,Reinvestment,0
2022/09/01 00:16,1362,800F2B530,1362,800F2B530,30770.95,US Dollar,30770.95,US Dollar,Reinvestment,0
2022/09/01 00:00,795,800F2EB60,795,800F2EB60,10513.77,US Dollar,10513.77,US Dollar,Reinvestment,0
2022/09/01 00:04,22164,800F2E7C0,22164,800F2E7C0,18.82,US Dollar,18.82,US Dollar,Reinvestment,0
2022/09/01 00:12,21940,800F2F830,21940,800F2F830,21937.24,US Dollar,21937.24,US Dollar,Reinvestment,0
2022/09/01 00:14,1686,800F2FE90,1686,800F2FE90,13.85,US Dollar,13.85,US Dollar,Reinvestment,0
2022/09/01 00:11,11813,800F30810,11813,800F30810,214562.09,US Dollar,214562.09,US Dollar,Reinvestment,0
2022/09/01 00:12,1047,800F30900,1047,800F30900,25818.17,US Dollar,25818.17,US Dollar,Reinvestment,0
2022/09/01 00:05,1047,800F30900,1047,800F30900,17.55,US Dollar,17.55,US Dollar,Reinvestment,0
2022/09/01 00:24,21575,800F30EF0,21575,800F30EF0,84914.46,US Dollar,84914.46,US Dollar,Reinvestment,0
2022/09/01 00:05,21575,800F30EF0,21575,800F30EF0,3.21,US Dollar,3.21,US Dollar,Reinvestment,0
2022/09/01 00:24,2385,800F31460,2385,800F31460,370577.07,US Dollar,370577.07,US Dollar,Reinvestment,0
2022/09/01 00:12,701,800F328D0,701,800F328D0,2592605.69,US Dollar,2592605.69,US Dollar,Reinvestment,0
2022/09/01 00:16,11157,800F33480,11157,800F33480,17.08,US Dollar,17.08,US Dollar,Reinvestment,0
2022/09/01 00:12,11405,800F32140,11405,800F32140,254704.21,US Dollar,254704.21,US Dollar,Reinvestment,0
2022/09/01 00:20,32622,800F32550,513,800F32D00,0.01,US Dollar,0.01,US Dollar,Cheque,0
2022/09/01 00:20,1467,800F32C10,1467,800F32C10,359.18,US Dollar,359.18,US Dollar,Reinvestment,0
2022/09/01 00:18,3552,800F32C60,21174,800F33710,1678.95,US Dollar,1678.95,US Dollar,ACH,0
2022/09/01 00:26,513,800F32D00,513,800F32D00,2341.53,US Dollar,2341.53,US Dollar,Reinvestment,0
2022/09/01 00:25,3399,800F32F30,3399,800F32F30,7091.18,US Dollar,7091.18,US Dollar,Reinvestment,0
2022/09/01 00:00,513,800F32D00,513,800F32D00,3.98,US Dollar,3.98,US Dollar,Reinvestment,0
2022/09/01 00:17,21174,800F33710,21174,800F33710,6.26,US Dollar,6.26,US Dollar,Reinvestment,0
2022/09/01 00:29,10,800F31850,10,800F31850,10.98,US Dollar,10.98,US Dollar,Reinvestment,0
2022/09/01 00:28,11974,800F35A30,11974,800F35A30,19594.14,US Dollar,19594.14,US Dollar,Reinvestment,0
2022/09/01 00:18,11904,800F35F60,11904,800F35F60,18.22,US Dollar,18.22,US Dollar,Reinvestment,0
2022/09/01 00:12,1457,800F36370,1457,800F36370,6.71,US Dollar,6.71,US Dollar,Reinvestment,0
2022/09/01 00:23,12,800F36E30,12,800F36E30,8813629.71,US Dollar,8813629.71,US Dollar,Reinvestment,0
2022/09/01 00:02,1047,800F34B10,1047,800F34B10,2730514.16,US Dollar,2730514.16,US Dollar,Reinvestment,0
2022/09/01 00:22,32625,800F35190,32625,800F35190,5521.82,US Dollar,5521.82,US Dollar,Reinvestment,0
2022/09/01 00:28,21575,800F35D20,21575,800F35D20,227.33,US Dollar,227.33,US Dollar,Reinvestment,0
2022/09/01 00:25,32627,800F36850,32627,800F36850,7614.61,US Dollar,7614.61,US Dollar,Reinvestment,0
2022/09/01 00:27,11157,800F369D0,11157,800F369D0,3039.46,US Dollar,3039.46,US Dollar,Reinvestment,0
2022/09/01 00:14,32628,800F36A70,32628,800F36A70,4168.42,US Dollar,4168.42,US Dollar,Reinvestment,0
2022/09/01 00:29,32629,800F37080,32629,800F37080,32998.52,US Dollar,32998.52,US Dollar,Reinvestment,0
2022/09/01 00:08,1047,800F34B10,1047,800F34B10,13.57,US Dollar,13.57,US Dollar,Reinvestment,0
2022/09/01 00:04,11157,800F369D0,11157,800F369D0,14.76,US Dollar,14.76,US Dollar,Reinvestment,0
2022/09/01 00:16,1688,800F30520,1688,800F30520,1180.79,US Dollar,1180.79,US Dollar,Reinvestment,0
2022/09/01 00:21,22164,800F39220,22164,800F39220,2778.5,US Dollar,2778.5,US Dollar,Reinvestment,0
2022/09/01 00:12,1467,800F39360,1467,800F39360,344.58,US Dollar,344.58,US Dollar,Reinvestment,0
2022/09/01 00:06,21940,800F30390,21940,800F30390,6.37,US Dollar,6.37,US Dollar,Reinvestment,0
2022/09/01 00:23,1457,800F30480,51889,8140FE350,3661.01,US Dollar,3661.01,US Dollar,Credit Card,0
2022/09/01 00:03,1,800F39F80,1,800F39F80,731504.53,US Dollar,731504.53,US Dollar,Reinvestment,0
2022/09/01 00:29,11405,800F39FD0,11405,800F39FD0,22.78,US Dollar,22.78,US Dollar,Reinvestment,0
2022/09/01 00:26,1068,800C9C2F0,1068,800C9C2F0,23919.87,US Dollar,23919.87,US Dollar,Reinvestment,0
2022/09/01 00:20,513,800CBA920,513,800CBA920,3855.3,US Dollar,3855.3,US Dollar,Reinvestment,0
2022/09/01 00:13,1420,800CC4A60,1420,800CC4A60,31370.26,US Dollar,31370.26,US Dollar,Reinvestment,0
2022/09/01 00:05,21940,800CC5180,21940,800CC5180,586.54,US Dollar,586.54,US Dollar,Reinvestment,0
2022/09/01 00:22,11813,800CC5310,11813,800CC5310,59917.67,US Dollar,59917.67,US Dollar,Reinvestment,0
2022/09/01 00:09,11474,800CC64D0,11474,800CC64D0,2411.52,US Dollar,2411.52,US Dollar,Reinvestment,0
2022/09/01 00:01,22164,800D3BD30,1457,800CC6610,2479548.0,US Dollar,2479548.0,US Dollar,Cheque,0
2022/09/01 00:13,11474,800D3A640,11474,800D3A640,39445.11,US Dollar,39445.11,US Dollar,Reinvestment,0
2022/09/01 00:15,1729,800D3C4D0,1729,800D3C4D0,25368.63,US Dollar,25368.63,US Dollar,Reinvestment,0
2022/09/01 00:12,1665,800D3EB00,1665,800D3EB00,11576.78,US Dollar,11576.78,US Dollar,Reinvestment,0
2022/09/01 00:20,1588,800D3EBF0,1588,800D3EBF0,7583.22,US Dollar,7583.22,US Dollar,Reinvestment,0
2022/09/01 00:02,32298,800D3FDE0,1068,800DB9A00,4694.72,US Dollar,4694.72,US Dollar,Cheque,0
2022/09/01 00:05,701,800D406B0,701,800D406B0,484.74,US Dollar,484.74,US Dollar,Reinvestment,0
2022/09/01 00:09,11107,800D42E60,11107,800D42E60,33348.86,US Dollar,33348.86,US Dollar,Reinvestment,0
2022/09/01 00:26,1244,800D44C90,1244,800D44C90,11.86,US Dollar,11.86,US Dollar,Reinvestment,0
2022/09/01 00:21,1411,800D6DA80,1411,800D6DA80,27261.47,US Dollar,27261.47,US Dollar,Reinvestment,0
2022/09/01 00:06,11813,800DB9870,11813,800DB9870,13764.65,US Dollar,13764.65,US Dollar,Reinvestment,0
2022/09/01 00:28,3673,800DB99B0,3673,800DB99B0,1199.2,US Dollar,1199.2,US Dollar,Reinvestment,0
2022/09/01 00:14,1674,800DBD5F0,1674,800DBD5F0,45907.92,US Dollar,45907.92,US Dollar,Reinvestment,0
2022/09/01 00:23,11974,800DBF950,11974,800DBF950,12821.5,US Dollar,12821.5,US Dollar,Reinvestment,0
2022/09/01 00:19,12,800DBF9F0,12,800DBF9F0,11491.99,US Dollar,11491.99,US Dollar,Reinvestment,0
2022/09/01 00:27,1688,800DBFDE0,1688,800DBFDE0,85636.87,US Dollar,85636.87,US Dollar,Reinvestment,0
2022/09/01 00:29,1686,800DC0870,1686,800DC0870,12331.59,US Dollar,12331.59,US Dollar,Reinvestment,0
2022/09/01 00:05,1241,800DC4230,1241,800DC4230,8897.35,US Dollar,8897.35,US Dollar,Reinvestment,0
2022/09/01 00:21,11405,800D706B0,1457,800DCC1E0,81879.0,US Dollar,81879.0,US Dollar,Cheque,0
2022/09/01 00:23,1292,800EC6160,1292,800EC6160,206.85,US Dollar,206.85,US Dollar,Reinvestment,0
2022/09/01 00:09,2053,800EC61B0,2053,800EC61B0,26527.61,US Dollar,26527.61,US Dollar,Reinvestment,0
2022/09/01 00:01,32584,800F02FB0,32584,800F02FB0,40448.25,US Dollar,40448.25,US Dollar,Reinvestment,0
2022/09/01 00:04,1420,800F2A180,1420,800F2A180,542.75,US Dollar,542.75,US Dollar,Reinvestment,0
2022/09/01 00:05,513,800CBA920,513,800CBA920,23.25,US Dollar,23.25,US Dollar,Reinvestment,0
2022/09/01 00:15,21550,800CC4C80,21550,800CC4C80,17.27,US Dollar,17.27,US Dollar,Reinvestment,0
2022/09/01 00:26,1411,800CC5220,1411,800CC5220,18.75,US Dollar,18.75,US Dollar,Reinvestment,0
2022/09/01 00:18,11474,800CC64D0,11474,800CC64D0,3.78,US Dollar,3.78,US Dollar,Reinvestment,0
2022/09/01 00:16,1457,800CC6610,1047,8021A3090,126.83,US Dollar,126.83,US Dollar,Credit Card,0
2022/09/01 00:03,11474,800D3A640,11474,800D3A640,9.58,US Dollar,9.58,US Dollar,Reinvestment,0
2022/09/01 00:02,22164,800D3BD30,22164,800D3BD30,4.63,US Dollar,4.63,US Dollar,Reinvestment,0
2022/09/01 00:22,220,800D3C340,220,800D3C340,24.6,US Dollar,24.6,US Dollar,Reinvestment,0
2022/09/01 00:26,1,800D40750,1,800D40750,19.88,US Dollar,19.88,US Dollar,Reinvestment,0
2022/09/01 00:14,1588,800DB9780,1588,800DB9780,3.93,US Dollar,3.93,US Dollar,Reinvestment,0
2022/09/01 00:28,22205,800DC1DC0,22205,800DC1DC0,10.49,US Dollar,10.49,US Dollar,Reinvestment,0
2022/09/01 00:29,1420,800DC2660,22164,80183BAA0,16.06,US Dollar,16.06,US Dollar,Credit Card,0
2022/09/01 00:21,1601,800DCBA60,1601,800DCBA60,12.86,US Dollar,12.86,US Dollar,Reinvestment,0
2022/09/01 00:23,1457,800DCC1E0,33389,80D4A27A0,25.16,US Dollar,25.16,US Dollar,Credit Card,0
2022/09/01 00:24,21611,800EDD420,21611,800EDD420,14.7,US Dollar,14.7,US Dollar,Reinvestment,0
2022/09/01 00:05,1411,800F04560,1411,800F04560,18.9,US Dollar,18.9,US Dollar,Reinvestment,0
2022/09/01 00:20,1665,800F0A7E0,1665,800F0A7E0,3.8,US Dollar,3.8,US Dollar,Reinvestment,0
2022/09/01 00:07,1,800F3FD80,1,800F3FD80,4.84,US Dollar,4.84,US Dollar,Reinvestment,0
2022/09/01 00:23,1688,800F40230,1688,800F40230,414839.07,US Dollar,414839.07,US Dollar,Reinvestment,0
2022/09/01 00:07,1688,800F40230,1688,800F40230,16.28,US Dollar,16.28,US Dollar,Reinvestment,0
2022/09/01 00:21,2439,800F40F20,2439,800F40F20,10.16,US Dollar,10.16,US Dollar,Reinvestment,0
2022/09/01 00:17,21575,800F41330,21575,800F41330,21071.11,US Dollar,21071.11,US Dollar,Reinvestment,0
2022/09/01 00:05,1124,800F42B10,1124,800F42B10,30780.71,US Dollar,30780.71,US Dollar,Reinvestment,0
2022/09/01 00:05,21550,800F42EF0,21550,800F42EF0,4538366.96,US Dollar,4538366.96,US Dollar,Reinvestment,0
2022/09/01 00:22,11471,800F430D0,11471,800F430D0,7.38,US Dollar,7.38,US Dollar,Reinvestment,0
2022/09/01 00:04,11904,800F43700,11904,800F43700,6523.26,US Dollar,6523.26,US Dollar,Reinvestment,0
2022/09/01 00:07,1,800F443A0,1,800F443A0,13033.64,US Dollar,13033.64,US Dollar,Reinvestment,0
2022/09/01 00:11,1853,800F44FC0,1853,800F44FC0,15.49,US Dollar,15.49,US Dollar,Reinvestment,0
2022/09/01 00:20,1411,800F467E0,1411,800F467E0,195098.27,US Dollar,195098.27,US Dollar,Reinvestment,0
2022/09/01 00:18,1411,800F467E0,1411,800F467E0,24.25,US Dollar,24.25,US Dollar,Reinvestment,0
2022/09/01 00:20,1068,800F46EC0,1068,800F46EC0,24.47,US Dollar,24.47,US Dollar,Reinvestment,0
2022/09/01 00:02,21550,800F47100,21550,800F47100,385.36,US Dollar,385.36,US Dollar,Reinvestment,0
2022/09/01 00:05,21550,800F47C90,21550,800F47C90,1040705.86,US Dollar,1040705.86,US Dollar,Reinvestment,0
2022/09/01 00:15,11405,800F47A70,11405,800F47A70,43579.24,US Dollar,43579.24,US Dollar,Reinvestment,0
2022/09/01 00:18,11405,800F47A70,11405,800F47A70,8.9,US Dollar,8.9,US Dollar,Reinvestment,0
2022/09/01 00:26,1457,800F0ED30,22205,800F48710,117366.8,US Dollar,117366.8,US Dollar,Cheque,0
2022/09/01 00:13,1457,800F0ED30,22205,800F48710,25331.8,US Dollar,25331.8,US Dollar,Credit Card,0
2022/09/01 00:14,1457,800F0ED30,22205,800F48710,13602.66,US Dollar,13602.66,US Dollar,ACH,0
2022/09/01 00:29,22205,800F48710,22205,800F48710,16.09,US Dollar,16.09,US Dollar,Reinvestment,0
2022/09/01 00:15,1853,800F494C0,1853,800F494C0,117163.55,US Dollar,117163.55,US Dollar,Reinvestment,0
2022/09/01 00:19,32643,800F495B0,1853,800F494C0,12562.98,US Dollar,12562.98,US Dollar,ACH,0
2022/09/01 00:04,3735,800F491D0,3735,800F491D0,422.06,US Dollar,422.06,US Dollar,Reinvestment,0
2022/09/01 00:26,32391,800F492C0,1412,800F48C60,40818.97,US Dollar,40818.97,US Dollar,ACH,0
2022/09/01 00:20,31008,800F49C80,31008,800F49C80,6419.71,US Dollar,6419.71,US Dollar,Reinvestment,0
2022/09/01 00:26,1686,800F4A430,1686,800F4A430,188171.95,US Dollar,188171.95,US Dollar,Reinvestment,0
2022/09/01 00:09,1292,80030A0D0,1588,800F4A8E0,693.9,US Dollar,693.9,US Dollar,Cheque,0
2022/09/01 00:16,1292,80030A0D0,1588,800F4A8E0,4758.33,US Dollar,4758.33,US Dollar,Credit Card,0
2022/09/01 00:21,32644,800F4ABA0,32644,800F4ABA0,513.6,US Dollar,513.6,US Dollar,Reinvestment,0
2022/09/01 00:19,3764,800F4AEB0,3764,800F4AEB0,825.52,US Dollar,825.52,US Dollar,Reinvestment,0
2022/09/01 00:17,1068,800F48520,1068,800F48520,9.87,US Dollar,9.87,US Dollar,Reinvestment,0
2022/09/01 00:07,11813,800F4AF00,11813,800F4AF00,22.74,US Dollar,22.74,US Dollar,Reinvestment,0
2022/09/01 00:07,1457,800F4D4B0,1457,800F4D4B0,16463.16,US Dollar,16463.16,US Dollar,Reinvestment,0
2022/09/01 00:22,1,800F4D8F0,1,800F4D8F0,20.24,US Dollar,20.24,US Dollar,Reinvestment,0
2022/09/01 00:08,21575,800F4E540,21575,800F4E540,20660.4,US Dollar,20660.4,US Dollar,Reinvestment,0
2022/09/01 00:23,1411,800F4FE10,1411,800F4FE10,6.16,US Dollar,6.16,US Dollar,Reinvestment,0
2022/09/01 00:12,11318,800A852D0,11318,800A852D0,977.62,US Dollar,977.62,US Dollar,Reinvestment,0
2022/09/01 00:13,10,800F51AD0,10,800F51AD0,2380847.33,US Dollar,2380847.33,US Dollar,Reinvestment,0
2022/09/01 00:26,10,800F51C10,10,800F51C10,68097.43,US Dollar,68097.43,US Dollar,Reinvestment,0
2022/09/01 00:14,11813,800F52580,11813,800F52580,1497.44,US Dollar,1497.44,US Dollar,Reinvestment,0
2022/09/01 00:02,21258,800F52ED0,21258,800F52ED0,115736.77,US Dollar,115736.77,US Dollar,Reinvestment,0
2022/09/01 00:02,11296,800F534B0,11296,800F534B0,8881.02,US Dollar,8881.02,US Dollar,Reinvestment,0
2022/09/01 00:25,11474,800F53D70,11474,800F53D70,627.22,US Dollar,627.22,US Dollar,Reinvestment,0
2022/09/01 00:22,3705,800F53E10,3705,800F53E10,20121.36,US Dollar,20121.36,US Dollar,Reinvestment,0
2022/09/01 00:07,11296,800F534B0,11904,800F54220,688009.0,US Dollar,688009.0,US Dollar,ACH,0
2022/09/01 00:20,11904,800F54220,28694,8060F7BE0,21.87,US Dollar,21.87,US Dollar,Credit Card,0
2022/09/01 00:02,11974,800F54570,11974,800F54570,11.36,US Dollar,11.36,US Dollar,Reinvestment,0
2022/09/01 00:02,11974,800F55AF0,11974,800F55AF0,359609.45,US Dollar,359609.45,US Dollar,Reinvestment,0
2022/09/01 00:25,908,800DBE1B0,513,800F55C30,63374.03,US Dollar,63374.03,US Dollar,Cheque,0
2022/09/01 00:07,908,800DBE1B1,513,800F55C31,0.901977,Bitcoin,0.901977,Bitcoin,Bitcoin,0
2022/09/01 00:05,908,800DBE1B0,513,800F55C30,23129.36,US Dollar,23129.36,US Dollar,ACH,0
2022/09/01 00:29,2385,800F568C0,2385,800F568C0,10.82,US Dollar,10.82,US Dollar,Reinvestment,0
2022/09/01 00:26,22205,800F563B0,22205,800F563B0,5.37,US Dollar,5.37,US Dollar,Reinvestment,0
2022/09/01 00:08,1853,800F570C0,1853,800F570C0,515274.44,US Dollar,515274.44,US Dollar,Reinvestment,0
2022/09/01 00:05,1729,800F583C0,1729,800F583C0,124.59,US Dollar,124.59,US Dollar,Reinvestment,0
2022/09/01 00:22,10,800F57F90,10,800F57F90,12.77,US Dollar,12.77,US Dollar,Reinvestment,0
2022/09/01 00:14,1729,800F583C0,1729,800F583C0,11.08,US Dollar,11.08,US Dollar,Reinvestment,0
2022/09/01 00:18,31397,800F58940,1244,800F57B20,0.02,US Dollar,0.02,US Dollar,ACH,0
2022/09/01 00:04,701,800F588F0,12381,802473970,14.37,US Dollar,14.37,US Dollar,Credit Card,0
2022/09/01 00:06,21258,800F58F30,21258,800F58F30,20.06,US Dollar,20.06,US Dollar,Reinvestment,0
2022/09/01 00:05,11405,800F59940,11405,800F59940,17129.89,US Dollar,17129.89,US Dollar,Reinvestment,0
2022/09/01 00:02,2454,800F5A850,2454,800F5A850,791471.1,US Dollar,791471.1,US Dollar,Reinvestment,0
2022/09/01 00:14,1244,800F5AEC0,1244,800F5AEC0,414356.43,US Dollar,414356.43,US Dollar,Reinvestment,0
2022/09/01 00:13,1688,800F5AC50,1688,800F5AC50,223.8,US Dollar,223.8,US Dollar,Reinvestment,0
2022/09/01 00:20,32530,800F5CC70,32530,800F5CC70,3258.94,US Dollar,3258.94,US Dollar,Reinvestment,0
2022/09/01 00:16,10,800F5C050,10,800F5C050,12.99,US Dollar,12.99,US Dollar,Reinvestment,0
2022/09/01 00:29,10,800F5D880,10,800F5D880,4.93,US Dollar,4.93,US Dollar,Reinvestment,0
2022/09/01 00:29,1467,800F5F1E0,1467,800F5F1E0,11.06,US Dollar,11.06,US Dollar,Reinvestment,0
2022/09/01 00:11,513,800F5EFF0,21258,80E4AF480,41.31,US Dollar,41.31,US Dollar,Credit Card,0
2022/09/01 00:13,22205,800F59F70,22205,800F59F70,3337651.05,US Dollar,3337651.05,US Dollar,Reinvestment,0
2022/09/01 00:27,21575,800F5EAF0,21575,800F5EAF0,2013.82,US Dollar,2013.82,US Dollar,Reinvestment,0
2022/09/01 00:18,22205,800F59F70,22205,800F59F70,4.6,US Dollar,4.6,US Dollar,Reinvestment,0
2022/09/01 00:21,11471,800F5BC60,11471,800F5BC60,8.42,US Dollar,8.42,US Dollar,Reinvestment,0
2022/09/01 00:19,1420,800F5BCB0,1420,800F5BCB0,7.73,US Dollar,7.73,US Dollar,Reinvestment,0
2022/09/01 00:07,11157,800F5EA00,11157,800F5EA00,13.32,US Dollar,13.32,US Dollar,Reinvestment,0
2022/09/01 00:15,3233,800F59700,3233,800F59700,7525.39,US Dollar,7525.39,US Dollar,Reinvestment,0
2022/09/01 00:22,21940,800F596B0,21940,800F596B0,11.16,US Dollar,11.16,US Dollar,Reinvestment,0
2022/09/01 00:20,11813,800F609E0,21940,800F596B0,1337.06,US Dollar,1337.06,US Dollar,ACH,0
2022/09/01 00:01,2454,800F60A30,21940,800F596B0,4782.2,US Dollar,4782.2,US Dollar,ACH,0
2022/09/01 00:17,22205,800F592E0,22205,800F592E0,933.7,US Dollar,933.7,US Dollar,Reinvestment,0
2022/09/01 00:23,513,800F59330,513,800F59330,2505.7,US Dollar,2505.7,US Dollar,Reinvestment,0
2022/09/01 00:01,513,800F576B0,513,800F576B0,20.3,US Dollar,20.3,US Dollar,Reinvestment,0
2022/09/01 00:25,22205,800F577A0,22205,800F577A0,21.47,US Dollar,21.47,US Dollar,Reinvestment,0
2022/09/01 00:14,513,800F59330,513,800F59330,13.36,US Dollar,13.36,US Dollar,Reinvestment,0
2022/09/01 00:22,1292,800432650,11405,800F614F0,144238.85,US Dollar,144238.85,US Dollar,Cheque,0
2022/09/01 00:04,1292,800432650,11405,800F614F0,106805.0,US Dollar,106805.0,US Dollar,Cash,0
2022/09/01 00:08,1,800F61950,1,800F61950,1557375.78,US Dollar,1557375.78,US Dollar,Reinvestment,0
2022/09/01 00:11,1457,800F62010,1457,800F62010,843.58,US Dollar,843.58,US Dollar,Reinvestment,0
2022/09/01 00:18,11474,800F63960,11474,800F63960,15078.85,US Dollar,15078.85,US Dollar,Reinvestment,0
2022/09/01 00:06,10,800059F50,11474,800F63960,241350.29,US Dollar,241350.29,US Dollar,Cheque,0
2022/09/01 00:25,11474,800F63960,11474,800F63960,16.96,US Dollar,16.96,US Dollar,Reinvestment,0
2022/09/01 00:25,11405,800C54240,11405,800C54240,78832.41,US Dollar,78832.41,US Dollar,Reinvestment,0
2022/09/01 00:08,1244,800F64140,1244,800F64140,9244640.22,US Dollar,9244640.22,US Dollar,Reinvestment,0
2022/09/01 00:07,10,800F64280,10,800F64280,16838.61,US Dollar,16838.61,US Dollar,Reinvestment,0
2022/09/01 00:17,2385,800F64860,2385,800F64860,1838.9,US Dollar,1838.9,US Dollar,Reinvestment,0
2022/09/01 00:03,1467,800F64B70,1467,800F64B70,12864.56,US Dollar,12864.56,US Dollar,Reinvestment,0
2022/09/01 00:20,1588,800F64C60,1588,800F64C60,1065.14,US Dollar,1065.14,US Dollar,Reinvestment,0
2022/09/01 00:06,32055,800F64E90,32055,800F64E90,29605.24,US Dollar,29605.24,US Dollar,Reinvestment,0
2022/09/01 00:25,32285,800F65020,32285,800F65020,1691.94,US Dollar,1691.94,US Dollar,Reinvestment,0
2022/09/01 00:16,11813,800F66260,11813,800F66260,10704.45,US Dollar,10704.45,US Dollar,Reinvestment,0
2022/09/01 00:24,1292,800F66350,1292,800F66350,5871.99,US Dollar,5871.99,US Dollar,Reinvestment,0
2022/09/01 00:27,31606,800F67B20,11813,800F66260,0.01,US Dollar,0.01,US Dollar,Cheque,0
2022/09/01 00:22,3836,800F68700,3836,800F68700,2332.48,US Dollar,2332.48,US Dollar,Reinvestment,0
2022/09/01 00:18,1729,800F641E0,1729,800F641E0,4.02,US Dollar,4.02,US Dollar,Reinvestment,0
2022/09/01 00:18,22164,800E8B7F0,2843,800F6AAE0,3746.25,US Dollar,3746.25,US Dollar,Cheque,0
2022/09/01 00:08,22164,800E8B7F0,2843,800F6AAE0,2060.53,US Dollar,2060.53,US Dollar,Cash,0
2022/09/01 00:19,2843,800F6AAE0,2843,800F6AAE0,4.78,US Dollar,4.78,US Dollar,Reinvestment,0
2022/09/01 00:24,11296,800B72820,2439,800F6B470,50682.66,US Dollar,50682.66,US Dollar,Cheque,0
2022/09/01 00:25,11296,800B72820,2439,800F6B470,17156.39,US Dollar,17156.39,US Dollar,ACH,0
2022/09/01 00:23,22164,800F6C7F0,22164,800F6C7F0,17.23,US Dollar,17.23,US Dollar,Reinvestment,0
2022/09/01 00:22,1457,800F6C330,1457,800F6C330,211371.73,US Dollar,211371.73,US Dollar,Reinvestment,0
2022/09/01 00:14,22164,800F6C990,22164,800F6C990,8619.1,US Dollar,8619.1,US Dollar,Reinvestment,0
2022/09/01 00:00,10,800F6C3D0,10,800F6C3D0,23.61,US Dollar,23.61,US Dollar,Reinvestment,0
2022/09/01 00:13,22164,800F6C990,22164,800F6C990,4.73,US Dollar,4.73,US Dollar,Reinvestment,0
2022/09/01 00:11,11107,800F45D80,1411,800F6E030,105647.35,US Dollar,105647.35,US Dollar,Cheque,0
2022/09/01 00:03,11107,800F45D80,1411,800F6E030,23485.43,US Dollar,23485.43,US Dollar,Credit Card,0
2022/09/01 00:10,11107,800F45D80,1411,800F6E030,76675.95,US Dollar,76675.95,US Dollar,ACH,0
2022/09/01 00:11,12,800F6EC70,12,800F6EC70,1892.1,US Dollar,1892.1,US Dollar,Reinvestment,0
2022/09/01 00:27,12,800F6EC70,12,800F6EC70,13.13,US Dollar,13.13,US Dollar,Reinvestment,0
2022/09/01 00:03,11318,800F6C0E0,11318,800F6C0E0,8013.39,US Dollar,8013.39,US Dollar,Reinvestment,0
2022/09/01 00:09,11318,800F6C0E0,1853,800F6D7D0,4966277.52,US Dollar,4966277.52,US Dollar,Cheque,0
2022/09/01 00:02,3382,800F6DA50,12381,800F6DE60,0.01,US Dollar,0.01,US Dollar,Cheque,0
2022/09/01 00:17,1,800F6DC30,1,800F6DC30,22520.74,US Dollar,22520.74,US Dollar,Reinvestment,0
2022/09/01 00:24,2843,800F6BB00,2843,800F6BB00,6.54,US Dollar,6.54,US Dollar,Reinvestment,0
2022/09/01 00:14,11318,800F6C0E0,11318,800F6C0E0,14.67,US Dollar,14.67,US Dollar,Reinvestment,0
2022/09/01 00:21,2439,800F6D640,2439,800F6D640,11.5,US Dollar,11.5,US Dollar,Reinvestment,0
2022/09/01 00:13,1853,800F6D7D0,8595,80B4A1F80,104.09,US Dollar,104.09,US Dollar,Credit Card,0
2022/09/01 00:28,11474,800F71EB0,11474,800F71EB0,54801.35,US Dollar,54801.35,US Dollar,Reinvestment,0
2022/09/01 00:01,21174,800F72440,21174,800F72440,15022.71,US Dollar,15022.71,US Dollar,Reinvestment,0
2022/09/01 00:16,1420,8006A3840,21258,800F72A70,79878.47,US Dollar,79878.47,US Dollar,Cheque,0
2022/09/01 00:21,1420,8006A3840,21258,800F72A70,9713.8,US Dollar,9713.8,US Dollar,Credit Card,0
2022/09/01 00:02,2053,800F71C70,2053,800F71C70,18.22,US Dollar,18.22,US Dollar,Reinvestment,0
2022/09/01 00:11,21575,800F74180,21575,800F74180,13562.38,US Dollar,13562.38,US Dollar,Reinvestment,0
2022/09/01 00:19,22164,800F75730,22164,800F75730,13.91,US Dollar,13.91,US Dollar,Reinvestment,0
2022/09/01 00:13,22345,800F75FE0,22345,800F75FE0,408418.6,US Dollar,408418.6,US Dollar,Reinvestment,0
2022/09/01 00:24,10,8002C4370,220,800F767D0,2495.33,US Dollar,2495.33,US Dollar,Cheque,0
2022/09/01 00:16,10,8002C4370,220,800F767D0,1264.42,US Dollar,1264.42,US Dollar,Credit Card,0
2022/09/01 00:27,10,8002C4370,220,800F767D0,645.71,US Dollar,645.71,US Dollar,ACH,0
2022/09/01 00:01,513,800F71190,513,800F71190,345814.42,US Dollar,345814.42,US Dollar,Reinvestment,0
2022/09/01 00:20,1,800F71280,1,800F71280,2119.11,US Dollar,2119.11,US Dollar,Reinvestment,0
2022/09/01 00:14,31474,800F718A0,11405,800F712D0,7458.38,US Dollar,7458.38,US Dollar,ACH,0
2022/09/01 00:10,1241,800F73DA0,1241,800F73DA0,8807.53,US Dollar,8807.53,US Dollar,Reinvestment,0
2022/09/01 00:10,1729,800F74BC0,1729,800F74BC0,3131.82,US Dollar,3131.82,US Dollar,Reinvestment,0
2022/09/01 00:04,1241,800F75360,1241,800F75360,81.37,US Dollar,81.37,US Dollar,Reinvestment,0
2022/09/01 00:06,1601,800F76590,1601,800F76590,1695.39,US Dollar,1695.39,US Dollar,Reinvestment,0
